,EMPRESA_ID,RAZAO SOCIAL,NOME FANTASIA,ENDERECO,ENDERECO NUMERO,ENDERECO COMPLEMENTO,BAIRRO,CIDADE,ESTADO,CEP,TAMANHO,CAPITAL SOCIAL,FATURAMENTO,FUNCIONARIOS,DATA DE ABERTURA,TIPO DE UNIDADE,SITUACAO,ATIVIDADE PRINCIPAL,NATUREZA JURIDICA,TELEFONE 1,TELEFONE 2,TELEFONE 3,TELEFONE 4,TELEFONE 5,WEBSITE 1,WEBSITE 2,WEBSITE 3,WEBSITE 4,WEBSITE 5
46,EMPRESA_ID_104,EMPRESA 104,NOME FANTASIA 104,ENDERECO 104,NUMERO 104,COMPLEMENTO 104,BAIRRO 104,VITORIA,ES,CEP 104,DEMAIS,"R$ 501 - R$ 2,5 M",1100000100.0,51 - 200,06/30/2009,FILIAL,BAIXADA,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar, partes e peças",Empresa Privada,TELEFONE 1_EMPRESA_104,,,,,,,,,
47,EMPRESA_ID_1040,EMPRESA 1040,NOME FANTASIA 1040,ENDERECO 1040,NUMERO 1040,COMPLEMENTO 1040,BAIRRO 1040,MORUNGABA,SP,CEP 1040,PEQUENO,"R$ 2,5 M - R$ 10 M",2600000100.0,51 - 200,01/27/1981,FILIAL,ATIVA,"Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário",Empresa Privada,TELEFONE 1_EMPRESA_1040,,,,,WEBSITE 1_EMPRESA_1040,,,,
48,EMPRESA_ID_1041,EMPRESA 1041,NOME FANTASIA 1041,ENDERECO 1041,NUMERO 1041,COMPLEMENTO 1041,BAIRRO 1041,JARINU,SP,CEP 1041,PEQUENO,R$ 500 M - R$ 1 B,800000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1041,TELEFONE 2_EMPRESA_1041,TELEFONE 3_EMPRESA_1041,TELEFONE 4_EMPRESA_1041,TELEFONE 5_EMPRESA_1041,,,,,
49,EMPRESA_ID_1042,EMPRESA 1042,NOME FANTASIA 1042,ENDERECO 1042,NUMERO 1042,COMPLEMENTO 1042,BAIRRO 1042,SAO PAULO,SP,CEP 1042,PEQUENO,R$ 51K - R$ 250 K,130000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,"Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados",Empresa Privada,TELEFONE 1_EMPRESA_1042,TELEFONE 2_EMPRESA_1042,TELEFONE 3_EMPRESA_1042,,,WEBSITE 1_EMPRESA_1042,WEBSITE 2_EMPRESA_1042,WEBSITE 3_EMPRESA_1042,WEBSITE 4_EMPRESA_1042,WEBSITE 5_EMPRESA_1042
50,EMPRESA_ID_1043,EMPRESA 1043,NOME FANTASIA 1043,ENDERECO 1043,NUMERO 1043,COMPLEMENTO 1043,BAIRRO 1043,SAO PAULO,SP,CEP 1043,MEDIO,R$ 51K - R$ 250 K,1100000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Desenvolvimento e licenciamento de programas de computador não customizáveis,Empresa Privada,TELEFONE 1_EMPRESA_1043,TELEFONE 2_EMPRESA_1043,TELEFONE 3_EMPRESA_1043,,,WEBSITE 1_EMPRESA_1043,,,,
51,EMPRESA_ID_1044,EMPRESA 1044,NOME FANTASIA 1044,ENDERECO 1044,NUMERO 1044,COMPLEMENTO 1044,BAIRRO 1044,SALTO,SP,CEP 1044,PEQUENO,"R$ 501 - R$ 2,5 M",400000100.0,11 - 50,12/14/2001,MATRIZ,ATIVA,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",Empresa Privada,TELEFONE 1_EMPRESA_1044,TELEFONE 2_EMPRESA_1044,,,,,,,,
52,EMPRESA_ID_1045,EMPRESA 1045,NOME FANTASIA 1045,ENDERECO 1045,NUMERO 1045,COMPLEMENTO 1045,BAIRRO 1045,SALTO,SP,CEP 1045,PEQUENO,R$ 10 M - R$ 50 M,3200000100.0,51 - 200,09/23/2002,MATRIZ,ATIVA,Produção de forjados de aço,Cooperativa e Consórcio,TELEFONE 1_EMPRESA_1045,TELEFONE 2_EMPRESA_1045,TELEFONE 3_EMPRESA_1045,TELEFONE 4_EMPRESA_1045,,WEBSITE 1_EMPRESA_1045,,,,
53,EMPRESA_ID_1046,EMPRESA 1046,NOME FANTASIA 1046,ENDERECO 1046,NUMERO 1046,COMPLEMENTO 1046,BAIRRO 1046,PEDREIRA,SP,CEP 1046,MEDIO,"R$ 501 - R$ 2,5 M",260000100.0,11 - 50,07/26/1996,MATRIZ,ATIVA,Fabricação de pós-alimentícios,Empresa Privada,TELEFONE 1_EMPRESA_1046,TELEFONE 2_EMPRESA_1046,TELEFONE 3_EMPRESA_1046,TELEFONE 4_EMPRESA_1046,TELEFONE 5_EMPRESA_1046,WEBSITE 1_EMPRESA_1046,,,,
54,EMPRESA_ID_1047,EMPRESA 1047,NOME FANTASIA 1047,ENDERECO 1047,NUMERO 1047,COMPLEMENTO 1047,BAIRRO 1047,ITU,SP,CEP 1047,PEQUENO,"R$ 501 - R$ 2,5 M",5500000100.0,201 - 500,12/18/1973,MATRIZ,ATIVA,Produção de artefatos estampados de metal,Empresa Privada,TELEFONE 1_EMPRESA_1047,TELEFONE 2_EMPRESA_1047,TELEFONE 3_EMPRESA_1047,TELEFONE 4_EMPRESA_1047,TELEFONE 5_EMPRESA_1047,WEBSITE 1_EMPRESA_1047,,,,
55,EMPRESA_ID_1048,EMPRESA 1048,NOME FANTASIA 1048,ENDERECO 1048,NUMERO 1048,COMPLEMENTO 1048,BAIRRO 1048,SAO PAULO,SP,CEP 1048,MEDIO,null,18000100.0,4 - 10,08/25/1986,MATRIZ,ATIVA,Comércio atacadista de artigos de escritório e de papelaria,Empresa Privada,TELEFONE 1_EMPRESA_1048,TELEFONE 2_EMPRESA_1048,TELEFONE 3_EMPRESA_1048,TELEFONE 4_EMPRESA_1048,TELEFONE 5_EMPRESA_1048,WEBSITE 1_EMPRESA_1048,WEBSITE 2_EMPRESA_1048,WEBSITE 3_EMPRESA_1048,,
56,EMPRESA_ID_1049,EMPRESA 1049,NOME FANTASIA 1049,ENDERECO 1049,NUMERO 1049,COMPLEMENTO 1049,BAIRRO 1049,SALTO,SP,CEP 1049,PEQUENO,R$ 51K - R$ 250 K,330000100.0,11 - 50,05/29/1985,MATRIZ,ATIVA,Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_1049,TELEFONE 2_EMPRESA_1049,,,,WEBSITE 1_EMPRESA_1049,,,,
57,EMPRESA_ID_105,EMPRESA 105,NOME FANTASIA 105,ENDERECO 105,NUMERO 105,COMPLEMENTO 105,BAIRRO 105,SAO PAULO,SP,CEP 105,PEQUENO,"R$ 501 - R$ 2,5 M",330000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Serviços advocatícios,Empresa Privada,TELEFONE 1_EMPRESA_105,TELEFONE 2_EMPRESA_105,TELEFONE 3_EMPRESA_105,TELEFONE 4_EMPRESA_105,TELEFONE 5_EMPRESA_105,WEBSITE 1_EMPRESA_105,WEBSITE 2_EMPRESA_105,,,
58,EMPRESA_ID_1050,EMPRESA 1050,NOME FANTASIA 1050,ENDERECO 1050,NUMERO 1050,COMPLEMENTO 1050,BAIRRO 1050,SALTO,SP,CEP 1050,MEDIO,R$ 51K - R$ 250 K,18000100.0,4 - 10,01/01/1970,MATRIZ,ATIVA,"Fabricação de instrumentos musicais, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1050,TELEFONE 2_EMPRESA_1050,,,,WEBSITE 1_EMPRESA_1050,WEBSITE 2_EMPRESA_1050,WEBSITE 3_EMPRESA_1050,,
59,EMPRESA_ID_1051,EMPRESA 1051,NOME FANTASIA 1051,ENDERECO 1051,NUMERO 1051,COMPLEMENTO 1051,BAIRRO 1051,SALTO,SP,CEP 1051,PEQUENO,"R$ 501 - R$ 2,5 M",330000100.0,11 - 50,01/01/1970,FILIAL,ATIVA,Fabricação de outros produtos de minerais não metálicos não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_1051,TELEFONE 2_EMPRESA_1051,TELEFONE 3_EMPRESA_1051,TELEFONE 4_EMPRESA_1051,TELEFONE 5_EMPRESA_1051,WEBSITE 1_EMPRESA_1051,,,,
60,EMPRESA_ID_1052,EMPRESA 1052,NOME FANTASIA 1052,ENDERECO 1052,NUMERO 1052,COMPLEMENTO 1052,BAIRRO 1052,SALTO,SP,CEP 1052,MEDIO,R$ 0 - R$ 50 K,60000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",Empresa Privada,TELEFONE 1_EMPRESA_1052,TELEFONE 2_EMPRESA_1052,TELEFONE 3_EMPRESA_1052,,,WEBSITE 1_EMPRESA_1052,,,,
61,EMPRESA_ID_1053,EMPRESA 1053,NOME FANTASIA 1053,ENDERECO 1053,NUMERO 1053,COMPLEMENTO 1053,BAIRRO 1053,SALTO,SP,CEP 1053,MEDIO,R$ 0 - R$ 50 K,260000100.0,11 - 50,07/23/1974,MATRIZ,ATIVA,"Fabricação de máquinas-ferramenta, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1053,TELEFONE 2_EMPRESA_1053,TELEFONE 3_EMPRESA_1053,,,WEBSITE 1_EMPRESA_1053,,,,
62,EMPRESA_ID_1054,EMPRESA 1054,NOME FANTASIA 1054,ENDERECO 1054,NUMERO 1054,COMPLEMENTO 1054,BAIRRO 1054,SALTO,SP,CEP 1054,PEQUENO,R$ 251 - R$ 500 K,90000100.0,11 - 50,07/23/1992,MATRIZ,ATIVA,Fabricação de equipamentos e acessórios para segurança pessoal e profissional,Empresa Privada,TELEFONE 1_EMPRESA_1054,TELEFONE 2_EMPRESA_1054,TELEFONE 3_EMPRESA_1054,TELEFONE 4_EMPRESA_1054,TELEFONE 5_EMPRESA_1054,WEBSITE 1_EMPRESA_1054,,,,
63,EMPRESA_ID_1055,EMPRESA 1055,NOME FANTASIA 1055,ENDERECO 1055,NUMERO 1055,COMPLEMENTO 1055,BAIRRO 1055,SAO PAULO,SP,CEP 1055,MICRO,"R$ 501 - R$ 2,5 M",400000100.0,51 - 200,04/20/1994,MATRIZ,ATIVA,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",Empresa Privada,TELEFONE 1_EMPRESA_1055,TELEFONE 2_EMPRESA_1055,TELEFONE 3_EMPRESA_1055,TELEFONE 4_EMPRESA_1055,,WEBSITE 1_EMPRESA_1055,WEBSITE 2_EMPRESA_1055,WEBSITE 3_EMPRESA_1055,,
64,EMPRESA_ID_1056,EMPRESA 1056,NOME FANTASIA 1056,ENDERECO 1056,NUMERO 1056,COMPLEMENTO 1056,BAIRRO 1056,BRAGANCA PAULISTA,SP,CEP 1056,PEQUENO,"R$ 2,5 M - R$ 10 M",180000100.0,11 - 50,09/18/2009,MATRIZ,ATIVA,Fabricação de artefatos de material plástico para usos industriais,Empresa Privada,TELEFONE 1_EMPRESA_1056,TELEFONE 2_EMPRESA_1056,TELEFONE 3_EMPRESA_1056,TELEFONE 4_EMPRESA_1056,TELEFONE 5_EMPRESA_1056,,,,,
65,EMPRESA_ID_1057,EMPRESA 1057,NOME FANTASIA 1057,ENDERECO 1057,NUMERO 1057,COMPLEMENTO 1057,BAIRRO 1057,BRAGANCA PAULISTA,SP,CEP 1057,MICRO,R$ 250 M - R$ 500 M,36000100.0,4 - 10,01/01/1970,MATRIZ,ATIVA,Incorporação de empreendimentos imobiliários,Empresa Privada,TELEFONE 1_EMPRESA_1057,TELEFONE 2_EMPRESA_1057,,,,,,,,
66,EMPRESA_ID_1058,EMPRESA 1058,NOME FANTASIA 1058,ENDERECO 1058,NUMERO 1058,COMPLEMENTO 1058,BAIRRO 1058,BRAGANCA PAULISTA,SP,CEP 1058,PEQUENO,R$ 10 M - R$ 50 M,1700000100.0,51 - 200,04/20/2012,MATRIZ,ATIVA,Desenvolvimento de programas de computador sob encomenda,Empresa Privada,TELEFONE 1_EMPRESA_1058,TELEFONE 2_EMPRESA_1058,TELEFONE 3_EMPRESA_1058,,,WEBSITE 1_EMPRESA_1058,WEBSITE 2_EMPRESA_1058,,,
67,EMPRESA_ID_1059,EMPRESA 1059,NOME FANTASIA 1059,ENDERECO 1059,NUMERO 1059,COMPLEMENTO 1059,BAIRRO 1059,BRAGANCA PAULISTA,SP,CEP 1059,MICRO,R$ 0 - R$ 50 K,18000100.0,0 - 3,01/01/1970,MATRIZ,ATIVA,Administração de obras,Empresa Privada,TELEFONE 1_EMPRESA_1059,TELEFONE 2_EMPRESA_1059,TELEFONE 3_EMPRESA_1059,TELEFONE 4_EMPRESA_1059,TELEFONE 5_EMPRESA_1059,WEBSITE 1_EMPRESA_1059,,,,
68,EMPRESA_ID_106,EMPRESA 106,NOME FANTASIA 106,ENDERECO 106,NUMERO 106,COMPLEMENTO 106,BAIRRO 106,SAO PAULO,SP,CEP 106,PEQUENO,R$ 10 M - R$ 50 M,36000100.0,4 - 10,09/13/1999,MATRIZ,ATIVA,Serviços advocatícios,Empresa Privada,TELEFONE 1_EMPRESA_106,TELEFONE 2_EMPRESA_106,TELEFONE 3_EMPRESA_106,TELEFONE 4_EMPRESA_106,TELEFONE 5_EMPRESA_106,WEBSITE 1_EMPRESA_106,WEBSITE 2_EMPRESA_106,WEBSITE 3_EMPRESA_106,WEBSITE 4_EMPRESA_106,WEBSITE 5_EMPRESA_106
69,EMPRESA_ID_1060,EMPRESA 1060,NOME FANTASIA 1060,ENDERECO 1060,NUMERO 1060,COMPLEMENTO 1060,BAIRRO 1060,BRAGANCA PAULISTA,SP,CEP 1060,MEDIO,R$ 100 M - R$ 250 M,103000000100.0,1001 - 5000,01/01/1970,MATRIZ,ATIVA,"Clubes sociais, esportivos e similares",Associação,TELEFONE 1_EMPRESA_1060,TELEFONE 2_EMPRESA_1060,TELEFONE 3_EMPRESA_1060,TELEFONE 4_EMPRESA_1060,TELEFONE 5_EMPRESA_1060,WEBSITE 1_EMPRESA_1060,,,,
70,EMPRESA_ID_1061,EMPRESA 1061,NOME FANTASIA 1061,ENDERECO 1061,NUMERO 1061,COMPLEMENTO 1061,BAIRRO 1061,SAO BERNARDO DO CAMPO,SP,CEP 1061,MEDIO,"R$ 2,5 M - R$ 10 M",7500000100.0,201 - 500,06/22/2006,MATRIZ,ATIVA,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",Empresa Privada,TELEFONE 1_EMPRESA_1061,TELEFONE 2_EMPRESA_1061,TELEFONE 3_EMPRESA_1061,TELEFONE 4_EMPRESA_1061,TELEFONE 5_EMPRESA_1061,WEBSITE 1_EMPRESA_1061,WEBSITE 2_EMPRESA_1061,WEBSITE 3_EMPRESA_1061,,
71,EMPRESA_ID_1062,EMPRESA 1062,NOME FANTASIA 1062,ENDERECO 1062,NUMERO 1062,COMPLEMENTO 1062,BAIRRO 1062,BRAGANCA PAULISTA,SP,CEP 1062,GRANDE,"R$ 501 - R$ 2,5 M",36000100.0,4 - 10,05/29/1991,MATRIZ,ATIVA,Fabricação de laticínios,Empresa Privada,TELEFONE 1_EMPRESA_1062,TELEFONE 2_EMPRESA_1062,TELEFONE 3_EMPRESA_1062,TELEFONE 4_EMPRESA_1062,,WEBSITE 1_EMPRESA_1062,,,,
72,EMPRESA_ID_1063,EMPRESA 1063,NOME FANTASIA 1063,ENDERECO 1063,NUMERO 1063,COMPLEMENTO 1063,BAIRRO 1063,BRAGANCA PAULISTA,SP,CEP 1063,PEQUENO,R$ 0 - R$ 50 K,18000100.0,4 - 10,06/21/1995,MATRIZ,ATIVA,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1063,TELEFONE 2_EMPRESA_1063,TELEFONE 3_EMPRESA_1063,,,WEBSITE 1_EMPRESA_1063,,,,
73,EMPRESA_ID_1064,EMPRESA 1064,NOME FANTASIA 1064,ENDERECO 1064,NUMERO 1064,COMPLEMENTO 1064,BAIRRO 1064,BRAGANCA PAULISTA,SP,CEP 1064,PEQUENO,null,202000000100.0,1001 - 5000,05/17/1996,MATRIZ,ATIVA,"Fabricação de máquinas-ferramenta, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1064,TELEFONE 2_EMPRESA_1064,,,,,,,,
74,EMPRESA_ID_1065,EMPRESA 1065,NOME FANTASIA 1065,ENDERECO 1065,NUMERO 1065,COMPLEMENTO 1065,BAIRRO 1065,CAMPO LIMPO PAULISTA,SP,CEP 1065,MEDIO,null,500000000100.0,11 - 50,08/27/1981,MATRIZ,ATIVA,Envasamento e empacotamento sob contrato,Empresa Privada,TELEFONE 1_EMPRESA_1065,TELEFONE 2_EMPRESA_1065,TELEFONE 3_EMPRESA_1065,TELEFONE 4_EMPRESA_1065,TELEFONE 5_EMPRESA_1065,WEBSITE 1_EMPRESA_1065,,,,
75,EMPRESA_ID_1066,EMPRESA 1066,NOME FANTASIA 1066,ENDERECO 1066,NUMERO 1066,COMPLEMENTO 1066,BAIRRO 1066,JUNDIAI,SP,CEP 1066,MICRO,"R$ 501 - R$ 2,5 M",130000100.0,11 - 50,03/15/2000,MATRIZ,ATIVA,Consultoria em tecnologia da informação,Empresa Privada,TELEFONE 1_EMPRESA_1066,TELEFONE 2_EMPRESA_1066,TELEFONE 3_EMPRESA_1066,TELEFONE 4_EMPRESA_1066,,WEBSITE 1_EMPRESA_1066,WEBSITE 2_EMPRESA_1066,WEBSITE 3_EMPRESA_1066,WEBSITE 4_EMPRESA_1066,
76,EMPRESA_ID_1067,EMPRESA 1067,NOME FANTASIA 1067,ENDERECO 1067,NUMERO 1067,COMPLEMENTO 1067,BAIRRO 1067,SAO PAULO,SP,CEP 1067,MICRO,"R$ 501 - R$ 2,5 M",4400000100.0,51 - 200,02/22/2008,MATRIZ,ATIVA,"Portais, provedores de conteúdo e outros serviços de informação na Internet",Empresa Privada,TELEFONE 1_EMPRESA_1067,TELEFONE 2_EMPRESA_1067,TELEFONE 3_EMPRESA_1067,TELEFONE 4_EMPRESA_1067,TELEFONE 5_EMPRESA_1067,WEBSITE 1_EMPRESA_1067,WEBSITE 2_EMPRESA_1067,WEBSITE 3_EMPRESA_1067,WEBSITE 4_EMPRESA_1067,WEBSITE 5_EMPRESA_1067
77,EMPRESA_ID_1068,EMPRESA 1068,NOME FANTASIA 1068,ENDERECO 1068,NUMERO 1068,COMPLEMENTO 1068,BAIRRO 1068,DIADEMA,SP,CEP 1068,PEQUENO,"R$ 501 - R$ 2,5 M",60000100.0,11 - 50,09/18/1992,MATRIZ,ATIVA,"Fabricação de aparelhos e equipamentos de medida, teste e controle",Empresa Privada,TELEFONE 1_EMPRESA_1068,TELEFONE 2_EMPRESA_1068,TELEFONE 3_EMPRESA_1068,TELEFONE 4_EMPRESA_1068,TELEFONE 5_EMPRESA_1068,,,,,
78,EMPRESA_ID_1069,EMPRESA 1069,NOME FANTASIA 1069,ENDERECO 1069,NUMERO 1069,COMPLEMENTO 1069,BAIRRO 1069,DIADEMA,SP,CEP 1069,PEQUENO,R$ 51K - R$ 250 K,36000100.0,11 - 50,07/20/1998,MATRIZ,ATIVA,Administração pública em geral,Órgão Público,TELEFONE 1_EMPRESA_1069,,,,,WEBSITE 1_EMPRESA_1069,,,,
79,EMPRESA_ID_107,EMPRESA 107,NOME FANTASIA 107,ENDERECO 107,NUMERO 107,COMPLEMENTO 107,BAIRRO 107,CAMPINAS,SP,CEP 107,MEDIO,"R$ 501 - R$ 2,5 M",800000100.0,51 - 200,12/28/1999,MATRIZ,ATIVA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Empresa Privada,TELEFONE 1_EMPRESA_107,TELEFONE 2_EMPRESA_107,TELEFONE 3_EMPRESA_107,TELEFONE 4_EMPRESA_107,TELEFONE 5_EMPRESA_107,WEBSITE 1_EMPRESA_107,,,,
80,EMPRESA_ID_1070,EMPRESA 1070,NOME FANTASIA 1070,ENDERECO 1070,NUMERO 1070,COMPLEMENTO 1070,BAIRRO 1070,DIADEMA,SP,CEP 1070,PEQUENO,"R$ 2,5 M - R$ 10 M",38000000100.0,null,01/01/1970,MATRIZ,ATIVA,Serviços de pintura de edifícios em geral,Empresa Privada,TELEFONE 1_EMPRESA_1070,TELEFONE 2_EMPRESA_1070,TELEFONE 3_EMPRESA_1070,TELEFONE 4_EMPRESA_1070,TELEFONE 5_EMPRESA_1070,WEBSITE 1_EMPRESA_1070,,,,
81,EMPRESA_ID_1071,EMPRESA 1071,NOME FANTASIA 1071,ENDERECO 1071,NUMERO 1071,COMPLEMENTO 1071,BAIRRO 1071,DIADEMA,SP,CEP 1071,MEDIO,"R$ 2,5 M - R$ 10 M",4400000100.0,51 - 200,01/16/1968,MATRIZ,ATIVA,"Fabricação de outros produtos derivados do petróleo, exceto produtos do refino",Empresa Privada,TELEFONE 1_EMPRESA_1071,TELEFONE 2_EMPRESA_1071,TELEFONE 3_EMPRESA_1071,TELEFONE 4_EMPRESA_1071,,WEBSITE 1_EMPRESA_1071,,,,
82,EMPRESA_ID_1072,EMPRESA 1072,NOME FANTASIA 1072,ENDERECO 1072,NUMERO 1072,COMPLEMENTO 1072,BAIRRO 1072,DIADEMA,SP,CEP 1072,MICRO,R$ 0 - R$ 50 K,60000100.0,11 - 50,01/01/1970,FILIAL,ATIVA,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1072,,,,,,,,,
83,EMPRESA_ID_1073,EMPRESA 1073,NOME FANTASIA 1073,ENDERECO 1073,NUMERO 1073,COMPLEMENTO 1073,BAIRRO 1073,SAO BERNARDO DO CAMPO,SP,CEP 1073,PEQUENO,"R$ 501 - R$ 2,5 M",25000000100.0,201 - 500,01/01/1970,MATRIZ,ATIVA,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1073,TELEFONE 2_EMPRESA_1073,TELEFONE 3_EMPRESA_1073,TELEFONE 4_EMPRESA_1073,TELEFONE 5_EMPRESA_1073,,,,,
84,EMPRESA_ID_1074,EMPRESA 1074,NOME FANTASIA 1074,ENDERECO 1074,NUMERO 1074,COMPLEMENTO 1074,BAIRRO 1074,DIADEMA,SP,CEP 1074,PEQUENO,"R$ 501 - R$ 2,5 M",330000100.0,11 - 50,12/24/2003,MATRIZ,ATIVA,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_1074,TELEFONE 2_EMPRESA_1074,TELEFONE 3_EMPRESA_1074,TELEFONE 4_EMPRESA_1074,TELEFONE 5_EMPRESA_1074,,,,,
85,EMPRESA_ID_1075,EMPRESA 1075,NOME FANTASIA 1075,ENDERECO 1075,NUMERO 1075,COMPLEMENTO 1075,BAIRRO 1075,DIADEMA,SP,CEP 1075,PEQUENO,R$ 10 M - R$ 50 M,400000100.0,51 - 200,01/13/1984,MATRIZ,ATIVA,Fabricação de materiais para medicina e odontologia,Empresa Privada,TELEFONE 1_EMPRESA_1075,TELEFONE 2_EMPRESA_1075,TELEFONE 3_EMPRESA_1075,TELEFONE 4_EMPRESA_1075,TELEFONE 5_EMPRESA_1075,WEBSITE 1_EMPRESA_1075,WEBSITE 2_EMPRESA_1075,WEBSITE 3_EMPRESA_1075,WEBSITE 4_EMPRESA_1075,
86,EMPRESA_ID_1076,EMPRESA 1076,NOME FANTASIA 1076,ENDERECO 1076,NUMERO 1076,COMPLEMENTO 1076,BAIRRO 1076,DIADEMA,SP,CEP 1076,PEQUENO,"R$ 2,5 M - R$ 10 M",3800000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1076,TELEFONE 2_EMPRESA_1076,TELEFONE 3_EMPRESA_1076,TELEFONE 4_EMPRESA_1076,TELEFONE 5_EMPRESA_1076,WEBSITE 1_EMPRESA_1076,WEBSITE 2_EMPRESA_1076,,,
87,EMPRESA_ID_1077,EMPRESA 1077,NOME FANTASIA 1077,ENDERECO 1077,,COMPLEMENTO 1077,BAIRRO 1077,SAO BERNARDO DO CAMPO,SP,CEP 1077,PEQUENO,"R$ 501 - R$ 2,5 M",1700000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1077,TELEFONE 2_EMPRESA_1077,TELEFONE 3_EMPRESA_1077,TELEFONE 4_EMPRESA_1077,TELEFONE 5_EMPRESA_1077,WEBSITE 1_EMPRESA_1077,,,,
88,EMPRESA_ID_1078,EMPRESA 1078,NOME FANTASIA 1078,ENDERECO 1078,NUMERO 1078,COMPLEMENTO 1078,BAIRRO 1078,DIADEMA,SP,CEP 1078,PEQUENO,"R$ 501 - R$ 2,5 M",400000100.0,11 - 50,04/27/1970,MATRIZ,ATIVA,Edição integrada à impressão de jornais diários,Empresa Privada,TELEFONE 1_EMPRESA_1078,TELEFONE 2_EMPRESA_1078,,,,WEBSITE 1_EMPRESA_1078,WEBSITE 2_EMPRESA_1078,WEBSITE 3_EMPRESA_1078,,
89,EMPRESA_ID_1079,EMPRESA 1079,NOME FANTASIA 1079,ENDERECO 1079,NUMERO 1079,COMPLEMENTO 1079,BAIRRO 1079,PORTO ALEGRE,RS,CEP 1079,MEDIO,R$ 51K - R$ 250 K,90000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Serviços advocatícios,Empresa Privada,TELEFONE 1_EMPRESA_1079,TELEFONE 2_EMPRESA_1079,TELEFONE 3_EMPRESA_1079,TELEFONE 4_EMPRESA_1079,TELEFONE 5_EMPRESA_1079,WEBSITE 1_EMPRESA_1079,,,,
90,EMPRESA_ID_108,EMPRESA 108,NOME FANTASIA 108,ENDERECO 108,NUMERO 108,COMPLEMENTO 108,BAIRRO 108,JUNDIAI,SP,CEP 108,MEDIO,R$ 10 M - R$ 50 M,36000100.0,4 - 10,01/01/1970,MATRIZ,ATIVA,Desenvolvimento e licenciamento de programas de computador não customizáveis,Empresa Privada,TELEFONE 1_EMPRESA_108,TELEFONE 2_EMPRESA_108,TELEFONE 3_EMPRESA_108,TELEFONE 4_EMPRESA_108,TELEFONE 5_EMPRESA_108,WEBSITE 1_EMPRESA_108,WEBSITE 2_EMPRESA_108,WEBSITE 3_EMPRESA_108,WEBSITE 4_EMPRESA_108,WEBSITE 5_EMPRESA_108
91,EMPRESA_ID_1080,EMPRESA 1080,NOME FANTASIA 1080,ENDERECO 1080,NUMERO 1080,COMPLEMENTO 1080,BAIRRO 1080,DIADEMA,SP,CEP 1080,MEDIO,R$ 51K - R$ 250 K,180000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Comércio atacadista de cosméticos e produtos de perfumaria,Empresa Privada,TELEFONE 1_EMPRESA_1080,TELEFONE 2_EMPRESA_1080,TELEFONE 3_EMPRESA_1080,TELEFONE 4_EMPRESA_1080,,WEBSITE 1_EMPRESA_1080,,,,
